1,"Participant 40","Inconsistant","Target 1 Raw Latency",3027,1264,2855,1981,1575,2543,4836,1576,1357,2714,2449,2199,1466,1482,1654,1794,1045,1763,2574,1545,2371,1358,2122,3713,967,1217,1763,2558,1810,2543,1498,4134
1,"Participant 40","Inconsistant","Target 2 Raw Latency",2777,1981,1684,1779,3447,2714,1747,1716,2168,1326,2683,1748,1654,3822,1607,1482,3525,1263,3479,1576,1685,2152,2933,2137,982,4025,1826,1654,2137,3947,1638,3245
1,"Participant 40","Inconsistant","Target 3 Raw Latency",999,1810,1716,1498,1763,3932,1513,1419,1606,1482,1623,1591,3213,4399,2543,1747,936,1045,6412,3354,1373,1545,3057,1966,1030,1326,1482,1560,2371,4867,1248,1419
1,"Participant 40","Inconsistant","Target 4 Raw Latency",2122,1997,1575,1622,1560,3323,1857,1341,1123,3167,2449,2043,1201,3307,1404,2028,1185,1357,1435,3729,1341,2262,1326,4181,1170,1482,1170,1170,1201,1404,2543,1186
1,"Participant 40","Inconsistant","Target 5 Raw Latency",1435,1685,1654,1653,1497,2465,1950,3089,1217,1716,1342,2293,3775,1684,1435,1591,1014,1233,2059,2308,1279,1045,2714,1607,1076,3963,1888,1529,1060,1264,1357,1373
1,"Participant 40","Inconsistant","Target 6 Raw Latency",2262,2715,2122,1466,1513,2106,1731,1841,2184,1498,1310,1732,1294,3526,3245,5601,2059,1139,1872,1108,1389,1592,3292,4227,1466,2090,1170,1186,1123,1872,1591,2621
1,"Participant 40","Inconsistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 40","Inconsistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 40","Inconsistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 40","Inconsistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 40","Inconsistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 40","Inconsistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 40","Inconsistant","Target 1 Accuracy","Correct","Correct","Correct",,"Correct","Correct","Correct",,,"Correct","Correct",,"Correct",,"Correct",,,"Correct","Correct","Correct","Correct","Correct","Wrong",,"Correct","Correct","Correct",,"Correct","Correct","Correct",
1,"Participant 40","Inconsistant","Target 2 Accuracy","Correct",,"Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct",,,"Correct",,"Correct",,"Wrong","Correct","Correct","Correct"
1,"Participant 40","Inconsistant","Target 3 Accuracy",,"Correct","Correct","Correct",,"Correct",,"Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct",,"Wrong",,,"Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct",,"Correct"
1,"Participant 40","Inconsistant","Target 4 Accuracy","Correct",,,"Correct",,"Correct","Correct",,"Correct","Correct",,"Correct","Correct","Correct","Correct",,,"Correct",,"Correct","Correct","Correct","Correct",,"Correct",,,"Correct",,"Correct","Correct",
1,"Participant 40","Inconsistant","Target 5 Accuracy","Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct",,"Correct",,,"Correct","Wrong","Correct",,,"Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,,"Correct","Correct","Correct","Correct"
1,"Participant 40","Inconsistant","Target 6 Accuracy",,"Correct",,"Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct",,,"Correct","Correct",,,"Correct",,"Wrong",,"Correct","Correct",,,"Correct"
1,"Participant 40","Inconsistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 40","Inconsistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 40","Inconsistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 40","Inconsistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 40","Inconsistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 40","Inconsistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
