1,"Participant 150","Inconsistant","Target 1 Raw Latency",1310,1591,1186,2402,2075,4758,1872,1232,1513,936,1279,1154,998,1124,2090,1576,1264,1139,3744,1123,1982,1513,1514,2137,1077,967,1123,1232,1248,1373,1638,1357
1,"Participant 150","Inconsistant","Target 2 Raw Latency",1217,2636,1607,1467,4867,3229,1623,3573,1342,1482,1295,1154,1778,1560,3011,2480,967,1045,1294,1061,1264,1358,1264,1186,1232,1419,1357,1279,1653,873,1279,1233
1,"Participant 150","Inconsistant","Target 3 Raw Latency",967,1108,1373,2293,2137,1560,1326,1139,905,904,1794,2684,1263,2121,2371,1497,1279,1857,983,796,1170,920,1186,1233,1045,1684,1154,1279,1747,1311,1529,1108
1,"Participant 150","Inconsistant","Target 4 Raw Latency",1716,936,1233,1732,1763,1420,3167,3339,1654,1732,1529,951,2074,1684,952,1607,796,1607,1357,889,1155,1529,1248,982,1154,998,967,764,1529,1232,1061,1310
1,"Participant 150","Inconsistant","Target 5 Raw Latency",1045,1170,2699,1092,1045,3791,1716,1716,983,1560,1919,3916,1888,2372,1108,1154,1061,1420,1233,2543,1342,1513,1154,1404,811,1139,1060,1295,1155,1779,1232,1373
1,"Participant 150","Inconsistant","Target 6 Raw Latency",1029,1311,3183,1076,3479,2044,1357,1825,1482,1654,1716,1997,1232,1232,3479,2465,843,2028,1389,1482,1669,1607,2449,1030,1045,1014,998,1294,1123,1170,2059,1155
1,"Participant 150","Inconsistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 150","Inconsistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 150","Inconsistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 150","Inconsistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 150","Inconsistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 150","Inconsistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 150","Inconsistant","Target 1 Accuracy",,"Wrong","Correct","Correct","Wrong","Correct",,"Wrong","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct",,,"Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct"
1,"Participant 150","Inconsistant","Target 2 Accuracy",,"Correct","Correct","Wrong","Correct",,,"Correct","Correct",,"Correct",,"Correct",,"Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,,"Correct","Correct","Correct","Correct",,,"Correct"
1,"Participant 150","Inconsistant","Target 3 Accuracy","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,,"Correct","Correct",,,"Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct"
1,"Participant 150","Inconsistant","Target 4 Accuracy","Correct",,"Correct","Correct",,"Correct","Correct",,,"Correct","Correct","Correct","Correct",,"Correct","Correct",,,"Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct","Correct",,"Correct","Correct",
1,"Participant 150","Inconsistant","Target 5 Accuracy","Correct","Correct",,,"Wrong","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,,,"Correct","Correct","Correct","Correct",,,"Correct","Correct","Correct","Correct"
1,"Participant 150","Inconsistant","Target 6 Accuracy","Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct","Correct","Correct",,,"Correct","Correct","Correct","Correct",,"Correct","Wrong","Correct","Correct","Correct",,"Correct","Correct",,,"Correct","Correct","Correct","Correct"
1,"Participant 150","Inconsistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 150","Inconsistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 150","Inconsistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 150","Inconsistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 150","Inconsistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 150","Inconsistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
