1,"Participant 35","Consistant","Target 1 Raw Latency",1201,11856,1592,1326,1092,1887,2153,2028,1482,1981,1436,1716,1622,1498,1997,3245,2122,1357,1841,1341,1389,1093,1513,2730,3214,1482,1373,1529,1279,6287,3588,4695
1,"Participant 35","Consistant","Target 2 Raw Latency",2106,5492,3791,3775,2652,2901,1716,1420,1576,1419,1762,1279,1716,1887,2106,1700,1045,2730,1607,1389,1918,1373,1935,1373,3573,2106,1856,1716,2793,4150,1934,3198
1,"Participant 35","Consistant","Target 3 Raw Latency",2059,1576,1310,1685,2012,2933,1919,3775,2075,1576,1732,1389,1591,1638,1357,3104,1436,3400,1841,1388,4805,1545,2153,1763,1326,1498,1124,1404,1264,8268,1310,6927
1,"Participant 35","Consistant","Target 4 Raw Latency",1077,1170,5008,1404,1279,2371,1435,1904,2371,1170,1622,2153,1435,3042,4462,1372,1077,1716,6115,1482,1170,1529,1420,2839,1358,1092,1903,1248,1279,1466,1170,1904
1,"Participant 35","Consistant","Target 5 Raw Latency",1545,2184,3026,1357,5179,1622,2433,1451,1232,1528,1264,3198,1388,2808,2824,2496,1092,1623,1903,1388,2075,3837,1326,1420,1280,1638,1810,1326,1217,1700,3261,1373
1,"Participant 35","Consistant","Target 6 Raw Latency",1311,1451,1701,1139,1560,1264,2138,1732,1014,2698,2574,1372,1528,1341,2948,1794,1138,1092,1435,2402,1294,1186,1748,2356,1342,2137,1825,1279,1170,2262,1450,1887
1,"Participant 35","Consistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 35","Consistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 35","Consistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 35","Consistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 35","Consistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 35","Consistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 35","Consistant","Target 1 Accuracy",,"Correct","Correct",,"Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct",,,"Correct",,"Correct","Correct","Correct","Correct",,,"Correct",,"Correct","Correct",,"Correct","Wrong",,"Correct"
1,"Participant 35","Consistant","Target 2 Accuracy","Correct",,"Correct","Correct",,"Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct",,"Correct",,"Correct","Correct",,"Correct","Wrong",
1,"Participant 35","Consistant","Target 3 Accuracy","Correct","Correct",,,"Correct",,"Correct",,"Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,,"Correct",,"Correct",
1,"Participant 35","Consistant","Target 4 Accuracy","Correct",,"Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,,,"Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct",,"Correct"
1,"Participant 35","Consistant","Target 5 Accuracy","Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct"
1,"Participant 35","Consistant","Target 6 Accuracy","Correct",,"Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Wrong",,"Correct",,"Correct","Correct",,"Correct","Correct",,"Correct","Correct","Correct"
1,"Participant 35","Consistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 35","Consistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 35","Consistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 35","Consistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 35","Consistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 35","Consistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
