1,"Participant 105","Inconsistant","Target 1 Raw Latency",1420,1498,874,2262,1155,1467,1701,1404,1263,1341,1544,1170,1435,1731,1934,1654,1310,1513,1654,1217,1139,1778,1934,2590,1388,1591,1186,1607,3713,1638,2340,1809
1,"Participant 105","Inconsistant","Target 2 Raw Latency",1248,1856,2387,1466,2013,8502,1388,2169,1263,1311,2574,1217,1404,1451,1201,4212,2683,1232,1544,1263,1373,1716,1248,1467,1154,1201,1248,1186,1482,2855,1264,1747
1,"Participant 105","Inconsistant","Target 3 Raw Latency",1482,2012,4664,1342,2043,3916,3292,1357,1280,1669,1591,1264,1623,2199,1529,2620,1606,1654,1607,1545,1389,2418,1622,1326,1123,1295,1513,1124,1139,1887,3853,2137
1,"Participant 105","Inconsistant","Target 4 Raw Latency",1341,1170,1498,1233,1498,1497,1981,1295,1279,2074,2683,1919,1123,2496,1701,2683,1279,1372,1372,1638,1653,1638,1622,2995,1856,1732,1560,2449,1700,1186,1326,1248
1,"Participant 105","Inconsistant","Target 5 Raw Latency",2511,1935,1201,1982,1513,1076,1482,1638,1762,1435,1591,1997,2980,1123,2855,1560,889,1201,1420,3932,1201,1591,2355,1045,1045,1560,1154,1575,3167,2121,1560,2091
1,"Participant 105","Inconsistant","Target 6 Raw Latency",1607,1419,1670,1123,1295,1731,1310,2169,1295,1731,1513,2746,1185,2480,2184,2559,2247,2652,2262,1185,1201,3198,1108,2012,1498,1716,1341,2044,1264,1904,1185,1341
1,"Participant 105","Inconsistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 105","Inconsistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 105","Inconsistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 105","Inconsistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 105","Inconsistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 105","Inconsistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 105","Inconsistant","Target 1 Accuracy","Correct","Wrong","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,"Wrong","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct"
1,"Participant 105","Inconsistant","Target 2 Accuracy","Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Wrong",,"Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct",,"Wrong","Correct"
1,"Participant 105","Inconsistant","Target 3 Accuracy","Correct","Wrong",,"Correct","Correct",,"Correct",,"Correct","Correct","Correct",,"Correct","Correct",,"Correct",,,"Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct",
1,"Participant 105","Inconsistant","Target 4 Accuracy",,"Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Wrong",,"Correct",,"Correct","Correct",,,"Correct","Correct","Correct"
1,"Participant 105","Inconsistant","Target 5 Accuracy",,,,"Correct","Correct","Correct","Correct","Wrong",,"Correct","Correct","Correct",,,"Correct","Correct","Correct","Wrong",,,"Correct",,"Correct",,,,,"Correct","Correct","Correct","Correct","Correct"
1,"Participant 105","Inconsistant","Target 6 Accuracy","Correct","Correct","Correct",,"Correct","Correct",,"Correct","Correct",,"Correct","Wrong","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,,"Correct","Correct","Correct",,"Correct","Wrong",,"Correct"
1,"Participant 105","Inconsistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 105","Inconsistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 105","Inconsistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 105","Inconsistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 105","Inconsistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 105","Inconsistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
