1,"Participant 165","Consistant","Target 1 Raw Latency",1794,4040,1623,4758,1638,3479,1856,1779,1591,2230,1513,1404,1560,1607,1482,2637,2449,1154,1342,1264,1950,2792,1825,2215,1279,2247,1170,1389,983,1903,1872,1685
1,"Participant 165","Consistant","Target 2 Raw Latency",1482,9999,2948,2090,1560,2387,1326,1763,1419,1357,1747,1498,1310,1435,1388,1623,1310,1997,1857,1638,1498,2184,1373,1919,1154,1514,1295,1264,1482,1373,1342,1311
1,"Participant 165","Consistant","Target 3 Raw Latency",1389,1591,2106,1888,2044,2309,1779,1716,1263,1747,1591,1388,2060,2028,1576,1467,1139,1529,1216,2138,1279,1061,1638,1342,1217,1560,1419,1170,920,1685,1420,1279
1,"Participant 165","Consistant","Target 4 Raw Latency",1888,2902,1638,1888,1700,1888,1482,1263,1373,1763,1528,1529,1280,1280,2122,1607,1404,1966,2386,1248,1794,1841,1264,1342,1076,1248,1263,2199,2511,1576,1154,1264
1,"Participant 165","Consistant","Target 5 Raw Latency",1685,2699,1856,1825,1451,3479,1591,1404,1779,1762,1576,2153,1342,1685,1623,1857,1216,1544,1201,1420,1732,1466,1435,1497,998,1092,1154,1622,983,1731,1295,1216
1,"Participant 165","Consistant","Target 6 Raw Latency",1295,1716,1841,1622,1607,2418,1748,1545,2090,1732,1763,1295,1639,1685,1358,1560,1295,1606,1170,1310,1326,1825,1372,1670,1389,1685,1233,1669,1046,1420,1216,1201
1,"Participant 165","Consistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 165","Consistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 165","Consistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 165","Consistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 165","Consistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 165","Consistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 165","Consistant","Target 1 Accuracy",,"Correct","Correct",,"Correct","Correct",,,"Correct",,"Correct","Correct",,"Correct","Correct","Correct",,,"Correct","Correct","Correct","Correct",,,,"Correct","Correct",,"Correct","Correct",,
1,"Participant 165","Consistant","Target 2 Accuracy","Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",
1,"Participant 165","Consistant","Target 3 Accuracy","Correct",,"Correct","Wrong",,,"Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct",,,"Correct","Correct"
1,"Participant 165","Consistant","Target 4 Accuracy","Correct","Correct",,"Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct"
1,"Participant 165","Consistant","Target 5 Accuracy",,"Correct","Correct","Correct",,,"Correct","Correct","Correct","Correct",,,,,"Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct","Correct","Correct",,,"Correct","Correct"
1,"Participant 165","Consistant","Target 6 Accuracy","Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct",
1,"Participant 165","Consistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 165","Consistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 165","Consistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 165","Consistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 165","Consistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 165","Consistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
