1,"Participant 77","Inconsistant","Target 1 Raw Latency",2059,2496,1638,1139,1420,1669,3744,1841,1248,1435,1451,1825,1857,1482,1810,1420,1155,1825,5288,4602,2652,5460,2542,2199,1248,4305,2107,1450,1232,1311,3354,1669
1,"Participant 77","Inconsistant","Target 2 Raw Latency",1280,1295,2074,1342,2668,2324,1654,2730,1653,3229,1826,1794,1545,3058,1903,1748,1263,1092,2340,2028,2200,3526,2387,1748,1248,3089,1248,1779,5647,1638,1638,1716
1,"Participant 77","Inconsistant","Target 3 Raw Latency",1201,1419,2620,2512,1513,1497,2293,3135,1919,3510,1450,1279,2200,2450,1342,2215,1622,3213,1529,1295,1420,1872,1965,1450,1201,3354,1233,1123,3822,1763,3447,3494
1,"Participant 77","Inconsistant","Target 4 Raw Latency",1342,1404,1357,2559,1467,1685,4243,2246,1903,1747,1186,1077,1607,2278,3448,2776,1856,1482,1809,1186,2090,1809,3026,4446,1201,5694,1623,1061,1763,1794,4415,2481
1,"Participant 77","Inconsistant","Target 5 Raw Latency",1513,1201,2231,1232,1904,3651,1826,1622,811,1716,1654,1436,3182,2231,1685,2543,4243,1638,5460,2964,1841,1482,3011,2059,1388,1545,4868,2777,2028,1638,8299,5476
1,"Participant 77","Inconsistant","Target 6 Raw Latency",1310,2824,1077,2231,3245,1747,2528,1310,1186,951,1794,1248,6365,2247,2823,1716,1295,2606,1919,1716,4165,1264,2808,1467,3588,1217,1155,1420,3619,1591,2808,1388
1,"Participant 77","Inconsistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 77","Inconsistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 77","Inconsistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 77","Inconsistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 77","Inconsistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 77","Inconsistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 77","Inconsistant","Target 1 Accuracy","Correct","Correct",,,"Correct","Correct",,,"Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct",,,,"Correct","Correct","Correct","Correct","Correct",,,"Correct","Correct",,
1,"Participant 77","Inconsistant","Target 2 Accuracy","Correct","Correct","Correct",,"Correct",,"Correct","Wrong","Correct","Correct",,,,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct"
1,"Participant 77","Inconsistant","Target 3 Accuracy",,"Correct","Correct","Wrong",,"Correct","Wrong","Correct","Correct",,"Correct","Correct","Wrong",,"Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct","Wrong",,"Correct","Correct","Correct",,"Correct","Correct","Correct"
1,"Participant 77","Inconsistant","Target 4 Accuracy","Correct","Correct",,"Correct",,"Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct",,"Correct"
1,"Participant 77","Inconsistant","Target 5 Accuracy","Correct",,"Correct",,"Correct",,"Correct",,"Correct","Correct","Wrong","Correct","Correct",,,"Correct",,"Correct",,"Correct","Wrong","Correct",,,"Correct",,"Correct",,"Correct",,"Wrong",
1,"Participant 77","Inconsistant","Target 6 Accuracy",,,"Correct","Correct",,"Correct","Wrong","Correct",,,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct",,,"Correct","Correct",,"Correct","Correct","Correct"
1,"Participant 77","Inconsistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 77","Inconsistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 77","Inconsistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 77","Inconsistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 77","Inconsistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 77","Inconsistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
