1,"Participant 47","Inconsistant","Target 1 Raw Latency",1029,1107,2028,1294,1280,1310,1279,1466,1092,1295,1233,1513,1217,2558,3728,1513,1076,1436,1155,2247,1232,1622,1825,1716,1170,1498,1295,1513,1014,1233,2262,1747
1,"Participant 47","Inconsistant","Target 2 Raw Latency",1201,1576,1123,1607,1279,1731,1810,1935,1077,1217,1341,1202,1123,1357,1731,2106,1420,1435,1372,1170,1825,1638,1326,1467,982,2652,1451,1373,952,1185,1295,1124
1,"Participant 47","Inconsistant","Target 3 Raw Latency",1232,1544,1092,1482,2153,2371,2199,1232,1123,1669,2808,2184,1794,1513,1248,1607,1123,1450,1248,1232,1124,1342,1217,1498,1264,1826,1202,1201,1404,1981,1435,1420
1,"Participant 47","Inconsistant","Target 4 Raw Latency",1607,1388,1170,2262,1124,1654,1575,1622,1498,1529,1264,1233,1358,2215,1233,2044,1123,1654,1139,1419,1280,1450,3682,5554,936,1373,1217,1545,1186,1341,1232,1076
1,"Participant 47","Inconsistant","Target 5 Raw Latency",1653,1576,1217,1248,1061,1450,1529,1825,1732,1388,1701,1576,1529,1732,1233,1669,1342,1450,1950,1311,1154,1404,1373,2917,1451,1638,1638,1138,1045,1029,1544,1357
1,"Participant 47","Inconsistant","Target 6 Raw Latency",1263,1279,1232,1560,1888,1638,2137,1357,1529,1560,1575,2043,1373,1825,1497,1716,1155,1373,1201,1654,1279,1981,2262,1435,1185,921,1061,1185,1108,1232,1124,1419
1,"Participant 47","Inconsistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 47","Inconsistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 47","Inconsistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 47","Inconsistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 47","Inconsistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 47","Inconsistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 47","Inconsistant","Target 1 Accuracy",,"Correct","Correct","Correct","Correct",,"Correct","Wrong","Correct","Correct",,"Correct","Correct","Correct","Wrong",,"Correct",,,"Correct","Wrong","Correct","Correct",,,"Correct","Correct","Wrong","Correct",,"Correct","Correct"
1,"Participant 47","Inconsistant","Target 2 Accuracy","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,,,"Wrong","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",
1,"Participant 47","Inconsistant","Target 3 Accuracy","Correct","Correct","Correct",,,"Wrong",,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,,"Correct",,"Correct"
1,"Participant 47","Inconsistant","Target 4 Accuracy","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct"
1,"Participant 47","Inconsistant","Target 5 Accuracy","Wrong","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct",,,"Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct",,"Wrong","Correct","Correct",,"Correct","Correct","Correct","Correct",
1,"Participant 47","Inconsistant","Target 6 Accuracy","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct",,"Correct","Correct",,"Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct"
1,"Participant 47","Inconsistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 47","Inconsistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 47","Inconsistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 47","Inconsistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 47","Inconsistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 47","Inconsistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
