1,"Participant 72","Consistant","Target 1 Raw Latency",1123,2621,1732,1622,1700,1092,1560,2356,1311,1404,1529,1513,1311,1872,1435,3541,2558,1872,1076,1560,1232,1248,1185,1669,1060,1591,1513,2996,1107,1575,1123,1326
1,"Participant 72","Consistant","Target 2 Raw Latency",3478,1778,1872,1825,2652,1763,1856,1934,1388,1575,1653,1342,1279,1716,1591,1388,967,1155,1295,1201,1108,1077,1107,1310,858,1607,1279,1263,1076,905,1170,1342
1,"Participant 72","Consistant","Target 3 Raw Latency",1482,2200,1124,1732,1436,1357,2122,2059,905,1092,1653,1201,1170,1700,1700,1248,1310,1279,1295,1186,1186,1030,1295,1264,1232,2200,1264,1092,2060,702,2356,1326
1,"Participant 72","Consistant","Target 4 Raw Latency",2231,1965,1528,4899,1934,2403,2465,1669,2294,1560,1123,2527,2340,1497,2434,1404,1232,1700,1841,1451,1310,2278,1217,1404,1607,1123,2480,1311,1077,1497,1482,967
1,"Participant 72","Consistant","Target 5 Raw Latency",1981,2075,1825,2060,1170,2480,4649,2527,3666,1232,2870,1872,1482,2028,2403,1778,1233,1809,1591,1435,1263,1233,1794,1575,1263,1389,1420,1560,3448,2730,889,1342
1,"Participant 72","Consistant","Target 6 Raw Latency",1763,1856,1654,1810,1482,1202,1732,1622,2777,2481,2449,1077,1170,2761,3198,1966,1170,3323,1763,2808,1279,1560,1248,1466,1233,1233,1514,1545,1935,1248,2980,1888
1,"Participant 72","Consistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 72","Consistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 72","Consistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 72","Consistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 72","Consistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 72","Consistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 72","Consistant","Target 1 Accuracy","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,,"Correct",,"Correct","Correct","Correct","Correct",,"Correct"
1,"Participant 72","Consistant","Target 2 Accuracy",,"Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct","Correct",
1,"Participant 72","Consistant","Target 3 Accuracy","Wrong","Correct",,"Correct","Correct","Correct",,"Correct",,"Correct",,"Correct",,"Correct","Correct","Correct",,"Correct",,"Correct",,,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct"
1,"Participant 72","Consistant","Target 4 Accuracy","Correct","Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct",,"Correct",,"Correct",,,,"Correct","Correct","Correct","Correct","Correct",,,"Correct","Correct","Correct"
1,"Participant 72","Consistant","Target 5 Accuracy",,"Correct","Correct","Correct","Correct","Correct","Wrong",,"Wrong",,"Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",
1,"Participant 72","Consistant","Target 6 Accuracy","Correct",,,"Correct",,,"Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct",,,"Correct",,,"Correct","Correct"
1,"Participant 72","Consistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 72","Consistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 72","Consistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 72","Consistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 72","Consistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 72","Consistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
