1,"Participant 97","Inconsistant","Target 1 Raw Latency",1373,1451,1576,3666,1326,2667,1716,3432,1420,1529,1404,1997,1279,1466,1451,1560,1498,1467,1467,1872,1450,1435,2091,2012,1170,1311,1779,2153,1653,2184,2013,2309
1,"Participant 97","Inconsistant","Target 2 Raw Latency",1280,1373,1700,1232,2215,2168,2496,1935,1357,1529,2168,1685,1982,1498,1607,2309,1232,1763,1419,1451,1342,1887,2121,1638,1216,1513,1997,1139,827,1404,1280,1529
1,"Participant 97","Inconsistant","Target 3 Raw Latency",1294,1794,1545,1404,1217,5835,1747,1654,1435,1809,1622,1279,1529,2246,1748,1997,1264,1310,1450,1076,2168,951,1310,1529,1092,1217,1451,2012,2247,1513,1731,2075
1,"Participant 97","Inconsistant","Target 4 Raw Latency",2902,1623,1997,2496,1950,3525,2028,1544,1466,2200,1591,1310,1420,1716,1201,2106,1201,1451,1872,1513,1263,1232,1092,2355,1529,2106,2605,1794,1919,1903,2449,1576
1,"Participant 97","Inconsistant","Target 5 Raw Latency",1217,2340,3681,1404,1420,2013,3791,1872,1654,1528,1840,1263,1513,1576,1310,1809,1108,1857,1373,2808,1357,1763,1123,2855,2886,1466,1264,1357,1404,1217,1529,1482
1,"Participant 97","Inconsistant","Target 6 Raw Latency",3916,1529,1061,2122,983,1872,1326,3541,1388,1467,1310,1763,1311,1935,1513,2121,1186,2574,1326,2698,1295,1700,1201,1482,1388,1466,1888,1357,1888,2277,1357,1685
1,"Participant 97","Inconsistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 97","Inconsistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 97","Inconsistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 97","Inconsistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 97","Inconsistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 97","Inconsistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 97","Inconsistant","Target 1 Accuracy","Correct",,"Correct","Correct","Correct","Wrong",,,"Correct","Correct",,"Correct","Correct",,"Correct","Correct","Correct",,"Correct",,,"Correct","Correct","Wrong","Correct",,"Correct","Correct","Wrong","Correct",,
1,"Participant 97","Inconsistant","Target 2 Accuracy","Correct","Correct",,"Correct","Correct",,"Correct","Wrong",,"Correct","Correct","Correct",,"Wrong","Correct",,,"Correct",,"Correct","Correct",,,"Correct","Correct","Correct",,"Correct","Correct",,"Correct","Correct"
1,"Participant 97","Inconsistant","Target 3 Accuracy",,"Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct",,"Correct",,"Correct","Correct","Correct"
1,"Participant 97","Inconsistant","Target 4 Accuracy","Correct",,"Wrong","Correct","Correct","Wrong",,"Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct",,"Correct"
1,"Participant 97","Inconsistant","Target 5 Accuracy","Correct","Wrong","Correct","Wrong",,"Correct","Correct",,"Correct",,"Correct","Correct",,"Wrong","Correct","Correct","Correct","Correct","Correct","Wrong",,"Correct",,"Correct","Wrong","Correct","Correct","Correct",,"Correct","Correct",
1,"Participant 97","Inconsistant","Target 6 Accuracy","Correct","Correct","Correct",,,,"Correct","Wrong","Correct",,"Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,,,"Correct","Correct"
1,"Participant 97","Inconsistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 97","Inconsistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 97","Inconsistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 97","Inconsistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 97","Inconsistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 97","Inconsistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
