1,"Participant 27","Inconsistant","Target 1 Raw Latency",1014,1965,1747,1514,2371,1576,1903,1170,1747,1420,2012,1139,8658,4805,1419,1232,905,1358,1545,3011,1482,1326,1139,1045,1030,5959,1888,1997,3510,1482,2028,2449
1,"Participant 27","Inconsistant","Target 2 Raw Latency",1154,1248,1311,1794,1404,1420,1123,1186,1451,1389,1731,1482,1248,1186,827,2418,1311,1123,2543,1404,1311,2714,1263,2637,1217,1046,2294,1654,2465,2605,5007,1358
1,"Participant 27","Inconsistant","Target 3 Raw Latency",1232,1139,3416,983,1388,3011,1482,983,1061,1903,1154,1170,3213,1950,1607,2262,1872,1076,3026,1903,1701,2324,2044,1919,1014,1154,1654,1950,3011,2777,2450,4680
1,"Participant 27","Inconsistant","Target 4 Raw Latency",936,1810,1825,3572,1342,1513,2746,1997,1092,2091,1654,1108,2169,1248,998,1341,1092,1263,1451,3791,1373,6458,1997,2917,889,1825,3198,1451,1762,1108,1529,5164
1,"Participant 27","Inconsistant","Target 5 Raw Latency",2013,1107,1529,1794,1373,1856,1451,1310,1263,1264,1061,1264,1108,1279,1389,1591,1263,1451,1014,1653,2278,2480,1139,1497,1622,1513,2933,3620,1435,4914,1342,1279
1,"Participant 27","Inconsistant","Target 6 Raw Latency",1217,1513,1903,1248,1701,1903,1545,2948,983,1388,904,1342,1482,1154,1560,1763,1045,1513,1170,1046,1872,2527,1841,3026,1030,1310,1092,1279,1248,1498,1607,6864
1,"Participant 27","Inconsistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 27","Inconsistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 27","Inconsistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 27","Inconsistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 27","Inconsistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 27","Inconsistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 27","Inconsistant","Target 1 Accuracy","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Wrong","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Wrong","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct",,"Wrong"
1,"Participant 27","Inconsistant","Target 2 Accuracy","Correct","Correct",,"Correct","Correct","Correct","Wrong",,,"Correct","Correct","Correct","Correct","Correct","Correct",,,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",
1,"Participant 27","Inconsistant","Target 3 Accuracy","Correct",,"Correct","Correct",,,"Wrong","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct",,"Correct",,"Correct","Wrong","Correct","Correct",,"Correct","Wrong",,,"Correct","Wrong"
1,"Participant 27","Inconsistant","Target 4 Accuracy","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct",,"Wrong","Wrong","Correct","Correct","Correct","Correct",,"Wrong","Correct","Correct","Correct"
1,"Participant 27","Inconsistant","Target 5 Accuracy",,"Correct",,"Wrong","Correct","Correct",,"Correct","Correct",,,"Correct",,"Correct","Correct",,"Correct","Correct",,"Correct","Correct",,"Correct","Correct",,"Correct",,"Correct","Correct","Correct",,"Correct"
1,"Participant 27","Inconsistant","Target 6 Accuracy","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,,"Correct","Correct",,"Correct","Correct",,"Correct",,"Correct","Correct",,"Correct","Correct","Wrong","Correct",,"Correct","Correct","Correct","Correct"
1,"Participant 27","Inconsistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 27","Inconsistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 27","Inconsistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 27","Inconsistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 27","Inconsistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 27","Inconsistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
