1,"Participant 107","Inconsistant","Target 1 Raw Latency",1201,1576,1576,1841,1466,1560,1575,2574,1279,1326,1435,1545,1560,1404,1575,1451,1030,1420,2091,1514,1372,1248,1607,2870,1124,1279,1435,1701,1544,2371,983,1638
1,"Participant 107","Inconsistant","Target 2 Raw Latency",1622,1372,1373,2293,1841,1404,2199,4290,1061,1202,2684,1310,2590,1450,2090,1575,1342,1186,1233,1139,1482,5335,1310,1201,1124,2059,1591,1202,2699,2340,6520,1748
1,"Participant 107","Inconsistant","Target 3 Raw Latency",1217,1107,1341,1576,1872,2371,2465,1311,1638,2745,4571,5210,1435,1045,1903,1388,1123,2621,2902,1263,2356,3104,1575,1217,967,1217,1918,1498,1404,1373,2074,1560
1,"Participant 107","Inconsistant","Target 4 Raw Latency",1606,1279,1731,1498,1654,1950,1685,1373,1357,1529,2168,1155,1389,2371,2418,3292,1185,1654,1576,3245,2824,2511,2153,3978,2169,1716,1654,2059,1607,1202,1092,1092
1,"Participant 107","Inconsistant","Target 5 Raw Latency",1420,2590,1342,2480,1310,4430,1872,1591,1357,1170,1716,1248,2200,1529,1466,2106,1264,1779,11326,1232,1841,3479,2152,4071,1248,1326,3464,1155,1373,1264,1030,3432
1,"Participant 107","Inconsistant","Target 6 Raw Latency",1888,1310,1466,1248,1544,2200,1404,2184,1170,3838,1638,1747,2824,1997,1903,1622,1404,1607,1528,1544,2762,1654,1888,1217,1841,1170,1482,1826,5491,999,1451,2917
1,"Participant 107","Inconsistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 107","Inconsistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 107","Inconsistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 107","Inconsistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 107","Inconsistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 107","Inconsistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 107","Inconsistant","Target 1 Accuracy",,"Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,,"Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct",,"Correct"
1,"Participant 107","Inconsistant","Target 2 Accuracy","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",
1,"Participant 107","Inconsistant","Target 3 Accuracy","Correct","Correct","Correct",,"Correct",,,"Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,,"Correct","Correct","Correct","Wrong","Correct",,"Correct","Correct","Correct","Correct",,"Correct",,,"Correct"
1,"Participant 107","Inconsistant","Target 4 Accuracy","Correct",,"Correct","Correct",,,"Correct","Correct","Correct","Correct",,,,,"Correct","Correct",,,"Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct",,,"Correct","Correct"
1,"Participant 107","Inconsistant","Target 5 Accuracy","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Wrong","Correct","Correct"
1,"Participant 107","Inconsistant","Target 6 Accuracy","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",
1,"Participant 107","Inconsistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 107","Inconsistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 107","Inconsistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 107","Inconsistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 107","Inconsistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 107","Inconsistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
