participant,block_order,trial_designator,p_c_tt1,p_c_tt2,p_c_tt3,p_c_tt4,p_ic_tt1,p_ic_tt2,p_ic_tt3,p_ic_tt4,t1_c_tt1,t1_c_tt2,t1_c_tt3,t1_c_tt4,t1_ic_tt1,t1_ic_tt2,t1_ic_tt3,t1_ic_tt4,t2_c_tt2,t2_c_tt2,t2_c_tt3,t2_c_tt4,t2_ic_tt2,t2_ic_tt2,t2_ic_tt3,t2_ic_tt4,t3_c_tt3,t3_c_tt2,t3_c_tt3,t3_c_tt4,t3_ic_tt3,t3_ic_tt2,t3_ic_tt3,t3_ic_tt4
Participant 130,Inconsistant,Target 5 Accuracy,Correct,Correct,,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct
Participant 130,Inconsistant,Target 6 Accuracy,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,,Wrong,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,
Participant 130,Inconsistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 130,Inconsistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 130,Inconsistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 130,Inconsistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 130,Inconsistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 130,Inconsistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 135,Consistant,Target 1 Raw Latency,2013,1498,1622,1342,1108,2012,2044,1294,1373,2028,1731,1778,1170,1825,1264,1279,1061,3635,1061,1077,2371,2511,1311,1248,1232,1451,1248,1139,1092,1139,1154,1404
Participant 135,Consistant,Target 2 Raw Latency,999,2121,1264,1326,889,1404,1123,1700,1279,1607,1248,1014,1217,1264,2153,1451,1373,1669,2044,2590,1545,3011,1591,1685,780,1622,1310,1342,1170,1857,2855,1701
Participant 135,Consistant,Target 3 Raw Latency,1107,1373,2028,1513,1185,2355,1451,1185,1326,1498,1341,1264,1404,1450,1419,2356,1045,1513,1310,1809,1950,1388,1560,1451,1560,1997,1264,1342,1279,1841,1373,1607
Participant 135,Consistant,Target 4 Raw Latency,1747,1310,1170,1545,1248,1841,1498,1217,1045,1357,1311,1077,998,2012,1482,1685,827,2855,1357,1107,1155,1622,1217,6411,1232,1014,920,2496,1701,3011,1186,1545
Participant 135,Consistant,Target 5 Raw Latency,1997,2152,1388,1248,1092,921,1435,1358,1373,1528,1373,1420,1139,2558,1653,1872,1779,1139,2012,827,1186,2450,1357,2512,1076,1357,1108,1436,1030,1732,1420,4914
Participant 135,Consistant,Target 6 Raw Latency,1794,1217,1638,2433,998,1934,1342,1170,1092,2449,1466,1513,2215,1357,1107,2636,1201,1263,2714,1154,1186,1903,1342,1560,1107,1217,2106,1451,1280,1763,1669,1014
Participant 135,Consistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 135,Consistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 135,Consistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 135,Consistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 135,Consistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 135,Consistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 135,Consistant,Target 1 Accuracy,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct
Participant 135,Consistant,Target 2 Accuracy,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,,Correct,Correct
Participant 135,Consistant,Target 3 Accuracy,Wrong,,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,,,Correct,,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,,,Correct
Participant 135,Consistant,Target 4 Accuracy,Correct,,Correct,,Correct,Correct,,Correct,,,Correct,Correct,Correct,,Correct,Correct,Correct,,Wrong,,,Wrong,Correct,Correct,Correct,,Correct,,Wrong,Correct,,Correct
Participant 135,Consistant,Target 5 Accuracy,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct
Participant 135,Consistant,Target 6 Accuracy,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct
Participant 135,Consistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 135,Consistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 135,Consistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 135,Consistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 135,Consistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 135,Consistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 140,Inconsistant,Target 1 Raw Latency,1123,1513,1248,1826,1373,4165,1747,1560,1326,2558,1950,1778,1544,1622,1763,2121,1498,2449,1404,2215,3011,2356,2480,4961,1154,1138,1232,2246,952,1669,1232,1560
Participant 140,Inconsistant,Target 2 Raw Latency,1155,1778,2558,1467,2137,2200,3338,2262,1186,1623,1669,1809,1623,1981,1451,2246,1186,2106,1513,1279,1825,2200,1528,1498,1264,1451,1576,1404,1809,1903,1341,1419
Participant 140,Inconsistant,Target 3 Raw Latency,1326,1576,1467,2761,1373,2137,1841,3245,1232,1763,1420,1981,1638,1233,1482,1435,982,1951,1248,1264,1653,1076,2293,1763,1216,1497,1857,1451,1467,1872,1404,1248
Participant 140,Inconsistant,Target 4 Raw Latency,1560,2387,1965,1186,1997,1904,1482,1623,1123,1763,1622,1123,3931,1638,3183,2964,2060,2184,1622,1404,1045,1263,1935,1606,1061,1419,1482,2355,1077,2776,2122,1591
Participant 140,Inconsistant,Target 5 Raw Latency,1170,1544,1201,1357,1014,1903,1076,1092,2137,1575,1482,1201,1217,1841,3993,1825,968,1872,1701,1233,1638,2137,1825,3370,1170,1107,1310,2356,1092,1966,1701,1342
Participant 140,Inconsistant,Target 6 Raw Latency,1622,1966,1747,2543,1232,2792,3042,1373,1201,1513,1654,2606,1762,2434,1919,1809,1482,1155,1186,1123,1903,2012,1232,4633,1248,1202,1388,2246,1123,1903,1295,1092
Participant 140,Inconsistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 140,Inconsistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 140,Inconsistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 140,Inconsistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 140,Inconsistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 140,Inconsistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 140,Inconsistant,Target 1 Accuracy,,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,,Correct,,Correct,,Correct,,Correct,Correct,,Correct,,Correct,Correct,,Correct,Correct,Correct,,Correct,,Correct
Participant 140,Inconsistant,Target 2 Accuracy,Correct,Correct,Correct,,Correct,,Correct,,,Correct,Correct,Correct,,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,,Correct,,Correct,
Participant 140,Inconsistant,Target 3 Accuracy,Correct,,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,,,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,,Correct
Participant 140,Inconsistant,Target 4 Accuracy,,,Correct,Correct,,Wrong,Correct,,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,,,,,Correct,Wrong,,Correct,Correct,
Participant 140,Inconsistant,Target 5 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Wrong,Correct,,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
Participant 140,Inconsistant,Target 6 Accuracy,Correct,Correct,,Correct,Correct,Correct,Wrong,,Correct,,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,Wrong,,Correct,Wrong,Correct,Correct,,Correct,Correct,Correct,Correct,
Participant 140,Inconsistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 140,Inconsistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 140,Inconsistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 140,Inconsistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 140,Inconsistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 140,Inconsistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 145,Consistant,Target 1 Raw Latency,1077,1263,1404,1389,1872,1201,982,1794,1451,2028,1310,1763,3151,2964,2122,3791,1592,1311,2871,1326,1311,1575,1903,1217,1186,1295,1654,1638,1435,1638,1279,1264
Participant 145,Consistant,Target 2 Raw Latency,1248,1170,2684,1186,1638,1201,1154,1685,1170,2184,2543,1294,1591,1186,1077,967,1466,2496,1607,1466,1342,1201,1997,2371,1202,2247,2480,1826,2356,2074,1342,1280
Participant 145,Consistant,Target 3 Raw Latency,3198,1467,1560,2090,1279,1809,1497,1653,1529,1762,1778,1638,1185,2418,1794,2278,1077,1607,1529,2481,1451,1357,1217,1919,1046,1123,1311,1107,1810,1311,1201,1264
Participant 145,Consistant,Target 4 Raw Latency,967,3760,1497,1841,1514,1935,1701,1856,1030,1435,2402,2013,1435,1762,1248,2902,1123,1186,1341,1575,2372,2543,1918,1950,2262,2059,1529,1856,2762,1388,1701,1451
Participant 145,Consistant,Target 5 Raw Latency,1201,3370,1279,1996,1264,967,1669,2356,1201,1372,1857,1358,2684,2699,1934,1202,2372,1966,3728,3058,2730,1450,1841,1919,1888,2199,1872,2293,2699,4805,1451,1623
Participant 145,Consistant,Target 6 Raw Latency,1482,1372,1108,2824,1280,1794,1076,1700,1591,1701,1373,1700,1170,2340,1357,2621,1155,2091,1591,2745,1451,1685,1576,1186,1263,1965,1903,1404,2152,1310,3526,1123
Participant 145,Consistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 145,Consistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 145,Consistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 145,Consistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 145,Consistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 145,Consistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 145,Consistant,Target 1 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,Wrong,,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct
Participant 145,Consistant,Target 2 Accuracy,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,,,Correct,,Correct,Correct,Correct,Correct,,,Correct,Correct,,Correct,,Correct,Correct,Correct,,,Correct,Correct,Correct
Participant 145,Consistant,Target 3 Accuracy,Correct,Correct,,Wrong,Correct,Correct,,,Correct,,Correct,Correct,Correct,,Correct,Wrong,Correct,Correct,Correct,,,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,,
Participant 145,Consistant,Target 4 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,,Correct,,Wrong,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
Participant 145,Consistant,Target 5 Accuracy,,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct,,Correct,,Correct,,Correct,Correct,Correct,,,Correct,Correct
Participant 145,Consistant,Target 6 Accuracy,Correct,,Correct,Correct,Correct,Correct,Correct,,Wrong,Wrong,,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,Wrong,Correct,,Correct,,Correct,Correct,Correct,Wrong,Correct,
Participant 145,Consistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 145,Consistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 145,Consistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 145,Consistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 145,Consistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 145,Consistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 150,Inconsistant,Target 1 Raw Latency,1310,1591,1186,2402,2075,4758,1872,1232,1513,936,1279,1154,998,1124,2090,1576,1264,1139,3744,1123,1982,1513,1514,2137,1077,967,1123,1232,1248,1373,1638,1357
Participant 150,Inconsistant,Target 2 Raw Latency,1217,2636,1607,1467,4867,3229,1623,3573,1342,1482,1295,1154,1778,1560,3011,2480,967,1045,1294,1061,1264,1358,1264,1186,1232,1419,1357,1279,1653,873,1279,1233
Participant 150,Inconsistant,Target 3 Raw Latency,967,1108,1373,2293,2137,1560,1326,1139,905,904,1794,2684,1263,2121,2371,1497,1279,1857,983,796,1170,920,1186,1233,1045,1684,1154,1279,1747,1311,1529,1108
Participant 150,Inconsistant,Target 4 Raw Latency,1716,936,1233,1732,1763,1420,3167,3339,1654,1732,1529,951,2074,1684,952,1607,796,1607,1357,889,1155,1529,1248,982,1154,998,967,764,1529,1232,1061,1310
Participant 150,Inconsistant,Target 5 Raw Latency,1045,1170,2699,1092,1045,3791,1716,1716,983,1560,1919,3916,1888,2372,1108,1154,1061,1420,1233,2543,1342,1513,1154,1404,811,1139,1060,1295,1155,1779,1232,1373
Participant 150,Inconsistant,Target 6 Raw Latency,1029,1311,3183,1076,3479,2044,1357,1825,1482,1654,1716,1997,1232,1232,3479,2465,843,2028,1389,1482,1669,1607,2449,1030,1045,1014,998,1294,1123,1170,2059,1155
Participant 150,Inconsistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 150,Inconsistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 150,Inconsistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 150,Inconsistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 150,Inconsistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 150,Inconsistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 150,Inconsistant,Target 1 Accuracy,,Wrong,Correct,Correct,Wrong,Correct,,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct
Participant 150,Inconsistant,Target 2 Accuracy,,Correct,Correct,Wrong,Correct,,,Correct,Correct,,Correct,,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,,,Correct
Participant 150,Inconsistant,Target 3 Accuracy,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,,Correct,Correct,,,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct
Participant 150,Inconsistant,Target 4 Accuracy,Correct,,Correct,Correct,,Correct,Correct,,,Correct,Correct,Correct,Correct,,Correct,Correct,,,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,,Correct,Correct,
Participant 150,Inconsistant,Target 5 Accuracy,Correct,Correct,,,Wrong,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,,,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct
Participant 150,Inconsistant,Target 6 Accuracy,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,,Correct,Wrong,Correct,Correct,Correct,,Correct,Correct,,,Correct,Correct,Correct,Correct
Participant 150,Inconsistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 150,Inconsistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 150,Inconsistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 150,Inconsistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 150,Inconsistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 150,Inconsistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 156,Consistant,Target 1 Raw Latency,1825,2215,1451,1404,2808,1950,1919,2621,1420,1622,2512,1825,1591,2309,1388,2340,1076,1045,1279,3572,1154,1280,1794,2543,998,1248,1311,1310,1825,1294,1341,1575
Participant 156,Consistant,Target 2 Raw Latency,1201,1919,2106,3369,1154,3432,3853,2325,936,1903,1529,2028,2854,1825,1295,2028,1138,1451,1326,2293,1107,1170,1622,2216,1076,1965,1544,2262,1326,1794,1466,1981
Participant 156,Consistant,Target 3 Raw Latency,1981,1638,1123,2371,1404,1606,2277,3822,1154,2698,3026,967,1404,1591,1186,3806,1232,1263,3541,2325,1763,1872,1217,1763,936,2106,1497,1248,1607,2605,1404,1123
Participant 156,Consistant,Target 4 Raw Latency,1404,1560,2465,1139,2746,1388,1326,1794,2403,1731,1762,1263,1826,2059,1810,1529,920,2698,1248,2028,1217,1279,1810,2169,967,2387,1107,1139,1825,1201,2121,2309
Participant 156,Consistant,Target 5 Raw Latency,1202,2543,2215,1528,1388,1903,1295,1809,2558,1217,2730,1607,2996,2231,1545,1342,1185,1778,1326,2995,3167,2543,1591,1420,998,3822,1123,1576,1670,2481,4087,1809
Participant 156,Consistant,Target 6 Raw Latency,1919,2075,1310,2465,2184,1638,1841,4228,1389,1622,4992,1217,1435,2840,1311,1248,1372,1076,1622,1638,2403,2777,1450,3011,1092,1092,2091,1263,1420,2793,3729,2949
Participant 156,Consistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 156,Consistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 156,Consistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 156,Consistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 156,Consistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 156,Consistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 156,Consistant,Target 1 Accuracy,Correct,,Correct,Wrong,Correct,Wrong,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,,Correct,Correct,,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,,Correct
Participant 156,Consistant,Target 2 Accuracy,Correct,Correct,Correct,,,,Correct,Correct,Correct,Correct,Wrong,,Correct,Correct,,Correct,,Correct,Correct,Wrong,,Correct,Correct,Correct,Correct,Correct,Correct,,,,Correct,Correct
Participant 156,Consistant,Target 3 Accuracy,Correct,Correct,Correct,,,Correct,Wrong,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,,,Wrong,Correct,Correct
Participant 156,Consistant,Target 4 Accuracy,,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Wrong,,Wrong,,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,,,,Correct,Correct,Correct,Correct,Correct,
Participant 156,Consistant,Target 5 Accuracy,Correct,Correct,,Wrong,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,
Participant 156,Consistant,Target 6 Accuracy,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Wrong,Correct,Correct,Correct
Participant 156,Consistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 156,Consistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 156,Consistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 156,Consistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 156,Consistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 156,Consistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 160,Inconsistant,Target 1 Raw Latency,1154,1154,2434,1513,1653,3838,2559,1950,1638,2418,2028,1435,1669,1794,1389,2824,1045,3729,1201,2246,2168,1685,2480,1810,1529,2184,1419,1513,1357,2184,1997,1700
Participant 160,Inconsistant,Target 2 Raw Latency,1825,2043,1372,3541,2215,1638,1996,1466,1966,1435,1497,1591,1732,1872,2418,4056,2012,1747,1357,1217,1747,3728,2465,1965,2216,1372,1638,1373,1576,1498,2200,1669
Participant 160,Inconsistant,Target 3 Raw Latency,1950,1528,1419,1841,1638,1701,2621,1404,1592,1997,1466,1419,1545,1887,1981,1482,2294,1872,1545,1529,1950,1701,3791,2153,1154,1326,3323,1638,2137,2714,1544,1653
Participant 160,Inconsistant,Target 4 Raw Latency,1748,2075,1763,1700,1529,1856,1982,1685,1295,1279,2387,2668,1373,2808,1840,4587,1201,1513,1513,1544,2698,1747,1794,1685,1732,1466,1279,1404,1669,3666,1685,1778
Participant 160,Inconsistant,Target 5 Raw Latency,2153,1591,2402,2964,1825,2823,2964,1887,2839,2028,2121,2371,1716,3822,1763,1841,1451,2106,1248,1154,1560,2184,3432,2558,4025,1357,1372,1607,2683,1872,1716,1451
Participant 160,Inconsistant,Target 6 Raw Latency,1404,2590,1404,3229,2028,2558,2153,2153,1311,2293,1358,1560,1607,2527,3541,2122,4773,1591,1544,1856,2028,2012,2558,1716,2403,1279,1466,1482,1435,2308,1747,2262
Participant 160,Inconsistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 160,Inconsistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 160,Inconsistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 160,Inconsistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 160,Inconsistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 160,Inconsistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 160,Inconsistant,Target 1 Accuracy,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,,Correct,Correct,Correct
