1,"Participant 15TF","Consistant","Target 1 Raw Latency",1607,1451,1404,1763,1404,2231,2839,3276,1732,1466,1513,1560,1514,2293,3089,2121,1919,1326,2028,1435,2387,1778,1357,4977,1498,1498,1326,3338,1358,1638,2043,1919
1,"Participant 15TF","Consistant","Target 2 Raw Latency",1903,2355,1981,1778,1934,5304,2574,1872,1591,1467,3635,1482,1513,1498,1825,1451,1233,1560,3822,1373,1997,1560,2964,3650,1108,1872,1951,1841,1372,1466,1404,2028
1,"Participant 15TF","Consistant","Target 3 Raw Latency",1872,1498,1607,1560,1700,1435,1404,3105,1310,1622,1341,1482,2511,1887,1294,3058,1154,2121,1482,1077,5757,3759,1654,6147,1295,1107,1326,3260,1685,3276,2574,1778
1,"Participant 15TF","Consistant","Target 4 Raw Latency",1326,1357,1965,1575,1405,1763,2933,1919,1357,3058,1467,1981,1638,2309,2761,3697,1482,1217,1451,2527,2886,1950,1372,1607,1279,1904,2215,1435,1108,1201,2121,2028
1,"Participant 15TF","Consistant","Target 5 Raw Latency",1451,1217,1732,2496,1216,3463,2605,2808,1326,1653,1981,2309,1575,2402,3807,3635,1997,1280,1451,2886,2246,1747,2356,2200,1575,1779,1950,2231,1888,1918,967,1716
1,"Participant 15TF","Consistant","Target 6 Raw Latency",1591,1731,1155,2247,1810,1279,1762,2309,1326,1622,1701,1966,2153,2137,1826,1794,1123,1217,2745,1622,2168,2152,3105,1014,1513,1887,1623,2308,1373,2558,1888,1716
1,"Participant 15TF","Consistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 15TF","Consistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 15TF","Consistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 15TF","Consistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 15TF","Consistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 15TF","Consistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 15TF","Consistant","Target 1 Accuracy","Correct",,"Correct","Correct",,"Correct",,"Correct","Correct","Correct",,,,"Correct","Correct",,,"Correct","Correct","Correct","Wrong","Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct",,"Correct"
1,"Participant 15TF","Consistant","Target 2 Accuracy",,"Correct","Correct","Correct","Correct",,"Wrong","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct",,,,"Wrong",,"Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct"
1,"Participant 15TF","Consistant","Target 3 Accuracy","Correct",,"Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct",,"Correct","Correct","Correct"
1,"Participant 15TF","Consistant","Target 4 Accuracy","Wrong","Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct",,"Correct","Correct",,"Correct","Correct",,"Correct","Correct",,,"Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct"
1,"Participant 15TF","Consistant","Target 5 Accuracy",,"Correct",,"Correct","Correct","Correct",,"Correct",,,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct",,"Correct","Correct","Correct",,"Correct"
1,"Participant 15TF","Consistant","Target 6 Accuracy","Correct","Correct","Correct",,,"Correct","Correct",,"Correct",,,"Correct","Correct","Correct","Correct","Wrong",,,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,,"Correct","Wrong",
1,"Participant 15TF","Consistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 15TF","Consistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 15TF","Consistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 15TF","Consistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 15TF","Consistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 15TF","Consistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
