1,"Participant 22TF","Consistant","Target 1 Raw Latency",2309,2808,1482,1279,2012,1560,1841,1919,1591,1809,2512,1139,1185,2715,1404,1497,1107,1529,1872,1170,2761,1420,1233,2511,1248,1154,1357,1295,1326,2355,2013,1482
1,"Participant 22TF","Consistant","Target 2 Raw Latency",858,1653,1623,1107,1794,2403,5241,1108,811,1185,2449,1529,1560,1825,2714,2621,1357,1248,1233,2091,1576,1279,1233,1669,1497,1748,1638,1404,2605,3229,1326,1232
1,"Participant 22TF","Consistant","Target 3 Raw Latency",2012,3151,1279,3229,1607,1982,1841,1170,1357,1732,1560,1232,1809,2309,1513,1248,1545,1826,2496,1404,1341,1950,2262,1467,873,2246,1107,2652,1154,1560,2402,1295
1,"Participant 22TF","Consistant","Target 4 Raw Latency",1528,1576,1466,1466,1029,3182,3994,2590,1435,1373,1326,1638,1466,2215,1997,2418,842,1592,1248,1545,2605,1607,1763,1560,1419,1248,1560,1825,3557,1388,1248,1263
1,"Participant 22TF","Consistant","Target 5 Raw Latency",1170,1560,1576,1748,1528,2168,1373,1763,1514,1341,1264,1295,1778,1560,2012,1388,1810,1794,1279,1435,1061,1154,1607,983,1139,1155,1638,1342,1435,1201,1919,1482
1,"Participant 22TF","Consistant","Target 6 Raw Latency",1357,1061,1638,2137,1311,1700,1373,1669,1763,1357,1092,1857,1918,1981,2059,3276,1170,1310,1420,1544,1310,1217,1435,1498,1575,1373,1623,2324,952,2527,1170,1373
1,"Participant 22TF","Consistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 22TF","Consistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 22TF","Consistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 22TF","Consistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 22TF","Consistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 22TF","Consistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 22TF","Consistant","Target 1 Accuracy","Correct",,"Correct","Wrong","Correct","Correct",,,,,"Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,,"Correct","Correct",,"Correct","Correct","Correct","Correct",,
1,"Participant 22TF","Consistant","Target 2 Accuracy","Correct","Correct",,"Correct",,"Correct",,"Correct","Correct",,"Correct","Correct","Wrong","Correct","Correct",,"Correct","Correct",,"Correct",,"Correct","Correct","Wrong","Correct","Correct",,"Correct",,"Correct",,"Correct"
1,"Participant 22TF","Consistant","Target 3 Accuracy","Correct","Correct","Correct",,"Correct","Correct",,"Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct",,"Correct","Correct","Correct","Correct","Wrong",,"Correct","Correct",,"Correct"
1,"Participant 22TF","Consistant","Target 4 Accuracy",,"Correct","Correct","Correct",,"Wrong","Correct","Correct","Correct","Correct",,"Correct",,,"Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct"
1,"Participant 22TF","Consistant","Target 5 Accuracy",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct",,,"Correct","Correct","Correct","Correct",,"Correct","Correct"
1,"Participant 22TF","Consistant","Target 6 Accuracy","Correct","Correct","Correct",,"Correct",,"Wrong",,"Correct",,"Correct","Correct","Wrong","Correct",,,"Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct",,"Correct",
1,"Participant 22TF","Consistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 22TF","Consistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 22TF","Consistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 22TF","Consistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 22TF","Consistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 22TF","Consistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
