1,"Participant 23TF","Consistant","Target 1 Raw Latency",1966,2558,2044,2246,1513,1388,2418,1857,3510,1295,1591,1950,3213,2902,1513,1779,2121,1420,1420,1716,1669,1669,2543,2684,1872,1482,3276,1701,1670,1295,1139,2465
1,"Participant 23TF","Consistant","Target 2 Raw Latency",1326,1435,3026,1700,1779,2028,2792,1685,1420,2917,2122,2090,1607,3245,1903,2418,1248,1451,1435,2730,1716,1264,1638,1170,1950,1560,1607,1436,2277,2481,1154,1654
1,"Participant 23TF","Consistant","Target 3 Raw Latency",4664,1825,2355,3464,1638,2199,1685,1653,1497,1170,1248,2699,3962,1544,3042,2075,1701,1295,3027,1451,2979,2106,2355,2418,936,1747,2496,1170,1670,2044,1779,3369
1,"Participant 23TF","Consistant","Target 4 Raw Latency",1248,1233,1513,1248,2543,1575,1638,2278,3198,1794,2184,2808,1107,2199,1700,2543,890,2247,1201,1326,1154,4274,2184,1716,1435,4758,2683,3541,2543,2262,1529,1856
1,"Participant 23TF","Consistant","Target 5 Raw Latency",1607,1903,2480,1201,1264,2902,1810,1918,1123,1685,3088,2418,1997,1279,3447,3885,1934,1420,1701,1545,2449,2355,1342,1388,1529,1856,1248,1513,1732,3136,2403,2496
1,"Participant 23TF","Consistant","Target 6 Raw Latency",1232,3011,1513,1201,1872,1622,3947,3759,1466,1388,1529,1638,2153,3526,2371,1232,1872,1280,1794,1341,1653,2668,3026,4009,936,2886,1295,936,1591,3619,2418,4368
1,"Participant 23TF","Consistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 23TF","Consistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 23TF","Consistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 23TF","Consistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 23TF","Consistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 23TF","Consistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 23TF","Consistant","Target 1 Accuracy",,,,"Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct","Correct",,"Correct",,"Correct","Correct","Correct",,"Correct","Correct",,"Correct",,,,"Wrong","Correct","Correct","Correct",
1,"Participant 23TF","Consistant","Target 2 Accuracy","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct","Wrong","Correct","Correct"
1,"Participant 23TF","Consistant","Target 3 Accuracy","Correct","Correct","Correct",,"Correct",,"Wrong","Correct","Correct","Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct"
1,"Participant 23TF","Consistant","Target 4 Accuracy","Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct","Correct","Wrong",,"Correct","Correct",,"Correct","Wrong","Correct","Wrong","Correct","Correct","Correct",,"Correct","Correct","Correct",,"Correct","Correct"
1,"Participant 23TF","Consistant","Target 5 Accuracy",,"Correct","Correct",,"Correct","Correct",,,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct",,"Correct","Correct","Correct",,"Correct","Wrong","Correct",,"Correct","Correct",,"Correct","Correct",,
1,"Participant 23TF","Consistant","Target 6 Accuracy","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Wrong","Correct","Correct","Correct",,"Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct"
1,"Participant 23TF","Consistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 23TF","Consistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 23TF","Consistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 23TF","Consistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 23TF","Consistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 23TF","Consistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
