1,"Participant 14TF","Consistant","Target 1 Raw Latency",2121,2355,2028,1872,1014,1217,1575,1310,1997,1888,1279,1825,1482,1482,1482,2512,1155,1903,1529,2418,1607,1856,1341,1872,4243,2418,1653,2106,998,2668,1918,2153
1,"Participant 14TF","Consistant","Target 2 Raw Latency",1201,1076,2792,1576,952,998,1965,1732,1279,2262,1248,2075,1217,2137,2683,1857,1154,1124,1435,2090,3151,1404,2402,1108,967,1170,1326,3712,1856,1591,3681,1170
1,"Participant 14TF","Consistant","Target 3 Raw Latency",1295,2121,1810,1591,1294,1732,1466,1653,1607,1341,1607,2932,1357,1731,1513,1685,1170,6396,2152,1498,1436,1217,1123,1342,2075,1747,2200,1076,1388,2137,4524,1170
1,"Participant 14TF","Consistant","Target 4 Raw Latency",1311,1450,1201,2215,1279,2356,2324,2402,1295,3416,2684,4914,1513,1186,811,2652,905,2636,1779,1388,1186,1123,1264,2465,905,1545,1483,2090,874,4212,1233,2621
1,"Participant 14TF","Consistant","Target 5 Raw Latency",1622,2106,1498,2324,952,2667,1139,1342,951,2730,1077,1950,1435,4836,1419,2153,1171,1201,1077,1498,3198,6786,2356,1466,1108,1045,1248,2948,936,1310,1763,1123
1,"Participant 14TF","Consistant","Target 6 Raw Latency",1342,1232,1201,1061,3588,1903,1560,1825,1248,1731,1498,1077,1794,1576,1264,1154,1482,1014,3027,1030,1201,1856,4868,905,1170,983,1326,4274,1139,4586,1638,1201
1,"Participant 14TF","Consistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 14TF","Consistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 14TF","Consistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 14TF","Consistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 14TF","Consistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 14TF","Consistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 14TF","Consistant","Target 1 Accuracy","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct","Wrong",,"Correct","Correct","Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct"
1,"Participant 14TF","Consistant","Target 2 Accuracy","Correct","Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct",,"Correct","Correct",,,"Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct","Wrong","Correct",,"Correct"
1,"Participant 14TF","Consistant","Target 3 Accuracy",,"Correct",,"Correct",,"Correct","Correct","Correct","Correct",,"Correct",,"Correct",,"Correct",,"Correct","Correct",,,"Correct","Correct","Wrong",,,"Correct",,"Correct",,"Correct","Correct","Correct"
1,"Participant 14TF","Consistant","Target 4 Accuracy","Correct","Correct","Correct",,"Correct",,"Correct",,"Correct","Correct",,"Correct","Correct","Correct",,"Correct",,,"Correct","Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct",
1,"Participant 14TF","Consistant","Target 5 Accuracy","Correct",,"Correct","Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct",,"Correct","Correct","Correct","Correct","Correct",,"Correct",,"Wrong","Wrong",,"Correct",,"Correct","Correct",,"Wrong","Correct","Correct"
1,"Participant 14TF","Consistant","Target 6 Accuracy","Correct",,"Correct","Correct","Correct","Correct","Wrong","Correct","Correct",,"Correct","Correct","Correct",,"Wrong","Correct","Correct","Correct",,"Correct","Correct",,,"Correct","Correct",,"Correct","Correct","Correct","Correct","Correct","Wrong"
1,"Participant 14TF","Consistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 14TF","Consistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 14TF","Consistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 14TF","Consistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 14TF","Consistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 14TF","Consistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
